timestamp,bid_price,bid_size,ask_price,ask_size
2024-01-01T01:06:00,42548.60000000,26.24600000,42565.60000000,26.24600000
2024-01-01T01:07:00,42565.50000000,75.04650000,42599.00000000,75.04650000
2024-01-01T01:08:00,42598.90000000,88.97250000,42613.00000000,88.97250000
2024-01-01T01:09:00,42579.10000000,19.22700000,42602.20000000,19.22700000
2024-01-01T01:10:00,42553.80000000,16.55800000,42579.10000000,16.55800000
2024-01-01T01:11:00,42553.80000000,44.97950000,42569.00000000,44.97950000
2024-01-01T01:12:00,42555.50000000,28.37650000,42567.70000000,28.37650000
2024-01-01T01:13:00,42541.60000000,39.09400000,42561.70000000,39.09400000
2024-01-01T01:14:00,42542.80000000,9.87800000,42552.20000000,9.87800000
2024-01-01T01:15:00,42551.00000000,34.65800000,42568.90000000,34.65800000
2024-01-01T01:16:00,42519.20000000,27.54150000,42553.20000000,27.54150000
2024-01-01T01:17:00,42518.20000000,39.66300000,42525.30000000,39.66300000
2024-01-01T01:18:00,42510.10000000,53.21050000,42534.40000000,53.21050000
2024-01-01T01:19:00,42466.10000000,259.24450000,42525.10000000,259.24450000
2024-01-01T01:20:00,42525.00000000,68.29050000,42569.20000000,68.29050000
2024-01-01T01:21:00,42564.60000000,36.12400000,42574.20000000,36.12400000
2024-01-01T01:22:00,42574.10000000,16.05950000,42578.80000000,16.05950000
2024-01-01T01:23:00,42566.40000000,17.14750000,42574.20000000,17.14750000
2024-01-01T01:24:00,42561.00000000,13.47700000,42566.50000000,13.47700000
2024-01-01T01:25:00,42562.30000000,14.41100000,42565.10000000,14.41100000
2024-01-01T01:26:00,42565.00000000,10.11850000,42586.40000000,10.11850000
2024-01-01T01:27:00,42586.30000000,29.61800000,42607.70000000,29.61800000
2024-01-01T01:28:00,42585.80000000,32.27800000,42607.60000000,32.27800000
2024-01-01T01:29:00,42596.00000000,24.52350000,42610.20000000,24.52350000
2024-01-01T01:30:00,42608.80000000,41.02200000,42629.50000000,41.02200000
2024-01-01T01:31:00,42608.90000000,24.22200000,42626.20000000,24.22200000
2024-01-01T01:32:00,42603.80000000,21.70750000,42611.20000000,21.70750000
2024-01-01T01:33:00,42588.20000000,11.70900000,42609.00000000,11.70900000
2024-01-01T01:34:00,42588.20000000,7.93350000,42588.30000000,7.93350000
2024-01-01T01:35:00,42582.60000000,49.22400000,42591.00000000,49.22400000
2024-01-01T01:36:00,42585.90000000,14.48350000,42594.00000000,14.48350000
2024-01-01T01:37:00,42564.00000000,19.18600000,42594.00000000,19.18600000
2024-01-01T01:38:00,42543.00000000,48.83050000,42564.10000000,48.83050000
2024-01-01T01:39:00,42559.90000000,64.01900000,42599.90000000,64.01900000
2024-01-01T01:40:00,42599.80000000,22.26950000,42609.00000000,22.26950000
2024-01-01T01:41:00,42599.90000000,16.09050000,42608.00000000,16.09050000
2024-01-01T01:42:00,42595.60000000,19.36700000,42600.00000000,19.36700000
2024-01-01T01:43:00,42555.40000000,48.34100000,42595.70000000,48.34100000
2024-01-01T01:44:00,42523.60000000,34.01200000,42560.00000000,34.01200000
2024-01-01T01:45:00,42460.00000000,134.59700000,42523.70000000,134.59700000
2024-01-01T01:46:00,42460.00000000,91.77850000,42496.10000000,91.77850000
2024-01-01T01:47:00,42475.10000000,39.95250000,42496.10000000,39.95250000
2024-01-01T01:48:00,42474.80000000,30.18250000,42477.00000000,30.18250000
2024-01-01T01:49:00,42457.50000000,77.30550000,42474.90000000,77.30550000
2024-01-01T01:50:00,42416.60000000,252.55700000,42462.70000000,252.55700000
2024-01-01T01:51:00,42261.50000000,926.96350000,42430.00000000,926.96350000
2024-01-01T01:52:00,42111.90000000,1014.66150000,42290.40000000,1014.66150000
2024-01-01T01:53:00,42181.00000000,389.91150000,42307.60000000,389.91150000
2024-01-01T01:54:00,42294.90000000,279.50150000,42340.80000000,279.50150000
2024-01-01T01:55:00,42304.40000000,136.36050000,42346.00000000,136.36050000
2024-01-01T01:56:00,42323.20000000,138.08750000,42356.20000000,138.08750000
2024-01-01T01:57:00,42341.30000000,115.90400000,42387.10000000,115.90400000
2024-01-01T01:58:00,42294.90000000,226.30350000,42392.20000000,226.30350000
2024-01-01T01:59:00,42281.00000000,216.42550000,42329.90000000,216.42550000
2024-01-01T02:00:00,42211.00000000,547.53100000,42326.70000000,547.53100000
2024-01-01T02:01:00,42276.00000000,220.22050000,42332.30000000,220.22050000
2024-01-01T02:02:00,42283.50000000,105.26200000,42326.60000000,105.26200000
2024-01-01T02:03:00,42325.00000000,77.50300000,42380.10000000,77.50300000
2024-01-01T02:04:00,42312.40000000,118.78900000,42380.10000000,118.78900000
2024-01-01T02:05:00,42295.80000000,199.94050000,42362.40000000,199.94050000
2024-01-01T02:06:00,42328.50000000,108.94100000,42367.50000000,108.94100000
2024-01-01T02:07:00,42334.90000000,65.81300000,42355.50000000,65.81300000
2024-01-01T02:08:00,42297.50000000,131.76150000,42352.40000000,131.76150000
2024-01-01T02:09:00,42305.80000000,64.65700000,42334.90000000,64.65700000
2024-01-01T02:10:00,42277.90000000,90.16900000,42329.60000000,90.16900000
2024-01-01T02:11:00,42250.00000000,219.13250000,42286.90000000,219.13250000
2024-01-01T02:12:00,42274.00000000,39.86700000,42289.60000000,39.86700000
2024-01-01T02:13:00,42272.90000000,63.91950000,42302.70000000,63.91950000
2024-01-01T02:14:00,42257.20000000,67.40700000,42289.60000000,67.40700000
2024-01-01T02:15:00,42230.10000000,121.62900000,42274.80000000,121.62900000
2024-01-01T02:16:00,42175.90000000,275.03500000,42240.00000000,275.03500000
2024-01-01T02:17:00,42196.60000000,152.89550000,42243.80000000,152.89550000
2024-01-01T02:18:00,42157.30000000,196.12300000,42201.30000000,196.12300000
2024-01-01T02:19:00,42156.50000000,188.12150000,42175.70000000,188.12150000
2024-01-01T02:20:00,42121.70000000,198.88550000,42175.70000000,198.88550000
2024-01-01T02:21:00,42083.10000000,454.39250000,42144.70000000,454.39250000
2024-01-01T02:22:00,42103.90000000,130.95150000,42166.00000000,130.95150000
2024-01-01T02:23:00,42135.90000000,86.00050000,42168.10000000,86.00050000
2024-01-01T02:24:00,42135.30000000,87.19000000,42175.70000000,87.19000000
2024-01-01T02:25:00,42149.90000000,64.98750000,42176.30000000,64.98750000
2024-01-01T02:26:00,42164.80000000,112.04800000,42200.00000000,112.04800000
2024-01-01T02:27:00,42185.40000000,67.84700000,42209.20000000,67.84700000
2024-01-01T02:28:00,42192.50000000,76.29950000,42218.10000000,76.29950000
2024-01-01T02:29:00,42202.70000000,47.11850000,42226.90000000,47.11850000
2024-01-01T02:30:00,42180.80000000,142.67600000,42219.60000000,142.67600000
2024-01-01T02:31:00,42198.80000000,110.83950000,42220.30000000,110.83950000
2024-01-01T02:32:00,42217.30000000,85.60100000,42247.90000000,85.60100000
2024-01-01T02:33:00,42244.40000000,155.60000000,42273.00000000,155.60000000
2024-01-01T02:34:00,42242.20000000,50.31400000,42261.90000000,50.31400000
2024-01-01T02:35:00,42222.20000000,43.82250000,42256.80000000,43.82250000
2024-01-01T02:36:00,42224.70000000,23.41050000,42252.20000000,23.41050000
2024-01-01T02:37:00,42252.10000000,44.97750000,42269.60000000,44.97750000
2024-01-01T02:38:00,42251.90000000,31.89400000,42266.00000000,31.89400000
2024-01-01T02:39:00,42251.50000000,17.54600000,42266.20000000,17.54600000
2024-01-01T02:40:00,42238.80000000,41.34850000,42259.20000000,41.34850000
2024-01-01T02:41:00,42241.60000000,27.31600000,42260.90000000,27.31600000
2024-01-01T02:42:00,42247.10000000,28.62600000,42262.10000000,28.62600000
2024-01-01T02:43:00,42260.40000000,32.98300000,42269.40000000,32.98300000
2024-01-01T02:44:00,42266.60000000,25.44150000,42276.60000000,25.44150000
2024-01-01T02:45:00,42256.30000000,31.27600000,42276.60000000,31.27600000
2024-01-01T02:46:00,42256.60000000,30.31900000,42277.00000000,30.31900000
2024-01-01T02:47:00,42276.90000000,66.36700000,42303.10000000,66.36700000
2024-01-01T02:48:00,42291.20000000,51.29700000,42306.50000000,51.29700000
2024-01-01T02:49:00,42300.40000000,41.59950000,42315.30000000,41.59950000
2024-01-01T02:50:00,42276.90000000,66.03000000,42301.10000000,66.03000000
2024-01-01T02:51:00,42251.80000000,37.87500000,42278.80000000,37.87500000
2024-01-01T02:52:00,42250.40000000,29.78250000,42263.00000000,29.78250000
2024-01-01T02:53:00,42250.40000000,25.57900000,42268.80000000,25.57900000
2024-01-01T02:54:00,42250.50000000,10.03100000,42262.00000000,10.03100000
2024-01-01T02:55:00,42250.50000000,39.99300000,42269.90000000,39.99300000
2024-01-01T02:56:00,42250.50000000,26.68200000,42274.40000000,26.68200000
2024-01-01T02:57:00,42274.30000000,34.62950000,42315.60000000,34.62950000
2024-01-01T02:58:00,42307.70000000,41.05500000,42314.50000000,41.05500000
2024-01-01T02:59:00,42293.70000000,62.88300000,42314.00000000,62.88300000
2024-01-01T03:00:00,42289.60000000,144.82050000,42335.80000000,144.82050000
2024-01-01T03:01:00,42331.80000000,101.22200000,42353.10000000,101.22200000
2024-01-01T03:02:00,42349.60000000,135.76050000,42370.80000000,135.76050000
2024-01-01T03:03:00,42360.10000000,196.11900000,42405.80000000,196.11900000
2024-01-01T03:04:00,42405.70000000,284.18300000,42437.20000000,284.18300000
2024-01-01T03:05:00,42420.50000000,160.56100000,42447.60000000,160.56100000
2024-01-01T03:06:00,42439.00000000,125.92900000,42470.00000000,125.92900000
2024-01-01T03:07:00,42448.00000000,103.34900000,42474.10000000,103.34900000
2024-01-01T03:08:00,42440.20000000,50.02000000,42459.30000000,50.02000000
2024-01-01T03:09:00,42436.10000000,57.14250000,42460.50000000,57.14250000
2024-01-01T03:10:00,42445.20000000,76.52200000,42479.20000000,76.52200000
2024-01-01T03:11:00,42476.80000000,136.33300000,42520.90000000,136.33300000
2024-01-01T03:12:00,42497.00000000,91.80500000,42515.50000000,91.80500000
2024-01-01T03:13:00,42495.00000000,76.01650000,42522.20000000,76.01650000
2024-01-01T03:14:00,42502.60000000,69.21100000,42535.00000000,69.21100000
2024-01-01T03:15:00,42519.70000000,177.54300000,42558.00000000,177.54300000
2024-01-01T03:16:00,42549.30000000,175.44700000,42603.20000000,175.44700000
2024-01-01T03:17:00,42541.70000000,107.98800000,42580.60000000,107.98800000
2024-01-01T03:18:00,42503.50000000,114.11900000,42542.30000000,114.11900000
2024-01-01T03:19:00,42494.10000000,70.51900000,42516.40000000,70.51900000
2024-01-01T03:20:00,42491.10000000,38.70450000,42506.00000000,38.70450000
2024-01-01T03:21:00,42484.40000000,52.75450000,42498.90000000,52.75450000
2024-01-01T03:22:00,42486.30000000,45.50600000,42503.00000000,45.50600000
2024-01-01T03:23:00,42500.30000000,32.78950000,42514.40000000,32.78950000
2024-01-01T03:24:00,42503.90000000,39.47700000,42533.10000000,39.47700000
2024-01-01T03:25:00,42500.00000000,51.32100000,42542.30000000,51.32100000
2024-01-01T03:26:00,42500.00000000,41.58550000,42542.30000000,41.58550000
2024-01-01T03:27:00,42467.00000000,97.09650000,42513.00000000,97.09650000
2024-01-01T03:28:00,42452.90000000,65.87400000,42477.50000000,65.87400000
2024-01-01T03:29:00,42449.10000000,50.28950000,42462.90000000,50.28950000
2024-01-01T03:30:00,42428.50000000,59.35950000,42458.40000000,59.35950000
2024-01-01T03:31:00,42411.40000000,94.23250000,42428.40000000,94.23250000
2024-01-01T03:32:00,42405.00000000,53.16550000,42439.00000000,53.16550000
2024-01-01T03:33:00,42402.50000000,55.60000000,42412.30000000,55.60000000
2024-01-01T03:34:00,42386.40000000,91.15550000,42411.40000000,91.15550000
2024-01-01T03:35:00,42386.20000000,43.70750000,42399.60000000,43.70750000
2024-01-01T03:36:00,42389.20000000,98.10000000,42419.20000000,98.10000000
2024-01-01T03:37:00,42411.00000000,59.35850000,42450.00000000,59.35850000
2024-01-01T03:38:00,42436.30000000,31.92050000,42453.30000000,31.92050000
2024-01-01T03:39:00,42438.50000000,66.14300000,42481.90000000,66.14300000
2024-01-01T03:40:00,42470.70000000,64.70250000,42485.70000000,64.70250000
2024-01-01T03:41:00,42456.50000000,17.07800000,42480.20000000,17.07800000
2024-01-01T03:42:00,42447.60000000,14.78300000,42463.00000000,14.78300000
2024-01-01T03:43:00,42451.50000000,40.13250000,42468.10000000,40.13250000
2024-01-01T03:44:00,42437.90000000,52.67000000,42476.40000000,52.67000000
2024-01-01T03:45:00,42474.50000000,42.97700000,42494.80000000,42.97700000
2024-01-01T03:46:00,42491.30000000,25.22200000,42498.60000000,25.22200000
2024-01-01T03:47:00,42475.30000000,27.10950000,42492.60000000,27.10950000
2024-01-01T03:48:00,42463.70000000,27.06100000,42476.40000000,27.06100000
2024-01-01T03:49:00,42449.10000000,18.69750000,42463.50000000,18.69750000
2024-01-01T03:50:00,42451.10000000,12.37600000,42473.40000000,12.37600000
2024-01-01T03:51:00,42466.80000000,20.38000000,42476.00000000,20.38000000
2024-01-01T03:52:00,42472.00000000,14.23450000,42476.00000000,14.23450000
2024-01-01T03:53:00,42471.70000000,17.80150000,42476.90000000,17.80150000
2024-01-01T03:54:00,42476.70000000,13.99750000,42494.90000000,13.99750000
2024-01-01T03:55:00,42485.70000000,22.89500000,42499.00000000,22.89500000
2024-01-01T03:56:00,42498.90000000,50.80550000,42519.40000000,50.80550000
2024-01-01T03:57:00,42509.60000000,40.85050000,42527.20000000,40.85050000
2024-01-01T03:58:00,42509.40000000,49.38750000,42527.10000000,49.38750000
2024-01-01T03:59:00,42503.50000000,33.82700000,42520.80000000,33.82700000
2024-01-01T04:00:00,42484.60000000,53.77700000,42503.60000000,53.77700000
2024-01-01T04:01:00,42475.40000000,24.27500000,42484.70000000,24.27500000
2024-01-01T04:02:00,42467.40000000,59.04700000,42494.10000000,59.04700000
2024-01-01T04:03:00,42469.20000000,41.69850000,42500.50000000,41.69850000
2024-01-01T04:04:00,42464.80000000,13.17300000,42475.60000000,13.17300000
2024-01-01T04:05:00,42462.00000000,21.48600000,42475.50000000,21.48600000
2024-01-01T04:06:00,42466.80000000,22.90000000,42491.20000000,22.90000000
2024-01-01T04:07:00,42475.80000000,27.60550000,42491.20000000,27.60550000
2024-01-01T04:08:00,42478.30000000,10.25650000,42485.70000000,10.25650000
2024-01-01T04:09:00,42467.50000000,28.26400000,42480.70000000,28.26400000
2024-01-01T04:10:00,42472.40000000,58.53600000,42493.60000000,58.53600000
2024-01-01T04:11:00,42477.40000000,9.35450000,42481.50000000,9.35450000
2024-01-01T04:12:00,42473.90000000,12.83450000,42487.30000000,12.83450000
2024-01-01T04:13:00,42487.20000000,19.02050000,42510.40000000,19.02050000
2024-01-01T04:14:00,42497.50000000,22.90900000,42510.40000000,22.90900000
2024-01-01T04:15:00,42497.50000000,27.14100000,42513.90000000,27.14100000
2024-01-01T04:16:00,42514.30000000,30.35300000,42530.00000000,30.35300000
2024-01-01T04:17:00,42525.10000000,12.83800000,42530.00000000,12.83800000
2024-01-01T04:18:00,42520.60000000,16.03650000,42533.30000000,16.03650000
2024-01-01T04:19:00,42510.30000000,41.35800000,42533.70000000,41.35800000
2024-01-01T04:20:00,42532.50000000,27.96250000,42538.90000000,27.96250000
2024-01-01T04:21:00,42535.30000000,63.94800000,42554.90000000,63.94800000
2024-01-01T04:22:00,42532.10000000,12.59900000,42540.10000000,12.59900000
2024-01-01T04:23:00,42520.00000000,15.83350000,42532.20000000,15.83350000
2024-01-01T04:24:00,42509.30000000,38.19500000,42520.10000000,38.19500000
2024-01-01T04:25:00,42510.90000000,17.75400000,42523.00000000,17.75400000
2024-01-01T04:26:00,42502.70000000,64.91250000,42544.90000000,64.91250000
2024-01-01T04:27:00,42540.00000000,11.19500000,42546.10000000,11.19500000
2024-01-01T04:28:00,42534.00000000,14.84500000,42546.10000000,14.84500000
2024-01-01T04:29:00,42524.80000000,18.23900000,42534.10000000,18.23900000
2024-01-01T04:30:00,42524.80000000,18.83500000,42539.10000000,18.83500000
2024-01-01T04:31:00,42534.60000000,38.22700000,42555.00000000,38.22700000
2024-01-01T04:32:00,42554.90000000,99.19400000,42591.70000000,99.19400000
2024-01-01T04:33:00,42587.20000000,98.59850000,42608.60000000,98.59850000
2024-01-01T04:34:00,42594.10000000,83.11450000,42616.10000000,83.11450000
2024-01-01T04:35:00,42598.20000000,181.26450000,42659.40000000,181.26450000
2024-01-01T04:36:00,42649.10000000,440.10150000,42732.80000000,440.10150000
2024-01-01T04:37:00,42712.00000000,341.79300000,42784.90000000,341.79300000
2024-01-01T04:38:00,42720.90000000,660.21350000,42832.00000000,660.21350000
2024-01-01T04:39:00,42754.20000000,108.17600000,42811.40000000,108.17600000
2024-01-01T04:40:00,42739.10000000,203.48750000,42775.80000000,203.48750000
2024-01-01T04:41:00,42709.80000000,242.62200000,42795.10000000,242.62200000
2024-01-01T04:42:00,42752.20000000,65.52750000,42776.80000000,65.52750000
2024-01-01T04:43:00,42734.60000000,58.21500000,42754.60000000,58.21500000
2024-01-01T04:44:00,42733.20000000,55.14100000,42744.80000000,55.14100000
2024-01-01T04:45:00,42728.00000000,85.04500000,42749.50000000,85.04500000
2024-01-01T04:46:00,42728.00000000,46.24300000,42745.10000000,46.24300000
2024-01-01T04:47:00,42706.20000000,52.09800000,42737.30000000,52.09800000
2024-01-01T04:48:00,42686.90000000,119.92750000,42735.90000000,119.92750000
2024-01-01T04:49:00,42709.50000000,157.77050000,42750.00000000,157.77050000
2024-01-01T04:50:00,42715.70000000,30.09500000,42749.10000000,30.09500000
2024-01-01T04:51:00,42710.40000000,37.16950000,42734.80000000,37.16950000
2024-01-01T04:52:00,42713.30000000,32.11900000,42731.10000000,32.11900000
2024-01-01T04:53:00,42695.50000000,33.93100000,42713.40000000,33.93100000
2024-01-01T04:54:00,42700.00000000,13.97800000,42709.10000000,13.97800000
2024-01-01T04:55:00,42680.80000000,62.61950000,42707.30000000,62.61950000
2024-01-01T04:56:00,42659.70000000,111.05300000,42699.90000000,111.05300000
2024-01-01T04:57:00,42657.60000000,54.18400000,42681.10000000,54.18400000
2024-01-01T04:58:00,42658.10000000,29.91250000,42669.00000000,29.91250000
2024-01-01T04:59:00,42642.50000000,122.70250000,42669.00000000,122.70250000
2024-01-01T05:00:00,42636.30000000,156.85600000,42676.90000000,156.85600000
2024-01-01T05:01:00,42628.10000000,34.04850000,42647.10000000,34.04850000
2024-01-01T05:02:00,42624.40000000,50.90100000,42637.10000000,50.90100000
2024-01-01T05:03:00,42614.60000000,79.51300000,42636.10000000,79.51300000
2024-01-01T05:04:00,42591.30000000,137.82000000,42619.20000000,137.82000000
2024-01-01T05:05:00,42582.30000000,71.14400000,42613.00000000,71.14400000
2024-01-01T05:06:00,42583.90000000,43.40850000,42615.60000000,43.40850000
2024-01-01T05:07:00,42594.60000000,32.71700000,42611.20000000,32.71700000
2024-01-01T05:08:00,42585.70000000,56.47650000,42609.10000000,56.47650000
2024-01-01T05:09:00,42582.70000000,12.69000000,42599.40000000,12.69000000
2024-01-01T05:10:00,42582.30000000,25.20450000,42588.70000000,25.20450000
2024-01-01T05:11:00,42587.90000000,23.17900000,42601.80000000,23.17900000
2024-01-01T05:12:00,42586.00000000,25.77000000,42597.10000000,25.77000000
2024-01-01T05:13:00,42586.50000000,11.31550000,42587.30000000,11.31550000
2024-01-01T05:14:00,42578.00000000,29.22050000,42595.00000000,29.22050000
2024-01-01T05:15:00,42584.10000000,31.29050000,42593.70000000,31.29050000
2024-01-01T05:16:00,42589.40000000,12.55300000,42597.50000000,12.55300000
2024-01-01T05:17:00,42562.30000000,87.98950000,42595.50000000,87.98950000
2024-01-01T05:18:00,42568.60000000,21.98100000,42579.20000000,21.98100000
2024-01-01T05:19:00,42567.50000000,18.86550000,42578.00000000,18.86550000
2024-01-01T05:20:00,42572.50000000,24.51300000,42595.30000000,24.51300000
2024-01-01T05:21:00,42586.50000000,20.46450000,42595.30000000,20.46450000
2024-01-01T05:22:00,42578.70000000,42.50250000,42609.40000000,42.50250000
2024-01-01T05:23:00,42593.10000000,27.82750000,42610.00000000,27.82750000
2024-01-01T05:24:00,42579.80000000,34.06900000,42594.60000000,34.06900000
2024-01-01T05:25:00,42581.10000000,19.92750000,42586.90000000,19.92750000
2024-01-01T05:26:00,42580.40000000,10.21850000,42585.80000000,10.21850000
2024-01-01T05:27:00,42580.40000000,9.98700000,42582.40000000,9.98700000
2024-01-01T05:28:00,42579.60000000,10.97150000,42582.40000000,10.97150000
2024-01-01T05:29:00,42574.70000000,29.06650000,42580.00000000,29.06650000
2024-01-01T05:30:00,42567.50000000,41.05150000,42612.30000000,41.05150000
2024-01-01T05:31:00,42612.20000000,30.99150000,42620.00000000,30.99150000
2024-01-01T05:32:00,42619.90000000,46.21900000,42639.50000000,46.21900000
2024-01-01T05:33:00,42635.10000000,26.62250000,42639.50000000,26.62250000
2024-01-01T05:34:00,42637.70000000,29.68950000,42647.60000000,29.68950000
2024-01-01T05:35:00,42637.90000000,27.49700000,42644.40000000,27.49700000
2024-01-01T05:36:00,42641.40000000,18.01000000,42642.00000000,18.01000000
2024-01-01T05:37:00,42607.80000000,64.21250000,42645.30000000,64.21250000
2024-01-01T05:38:00,42623.90000000,31.55650000,42636.00000000,31.55650000
2024-01-01T05:39:00,42606.20000000,38.01250000,42629.60000000,38.01250000
2024-01-01T05:40:00,42595.90000000,21.48850000,42610.30000000,21.48850000
2024-01-01T05:41:00,42569.90000000,98.92850000,42596.00000000,98.92850000
2024-01-01T05:42:00,42570.00000000,55.79950000,42587.50000000,55.79950000
2024-01-01T05:43:00,42571.50000000,23.51300000,42577.80000000,23.51300000
2024-01-01T05:44:00,42575.20000000,12.34650000,42576.30000000,12.34650000
2024-01-01T05:45:00,42573.90000000,10.59800000,42576.30000000,10.59800000
2024-01-01T05:46:00,42573.90000000,32.72200000,42587.10000000,32.72200000
2024-01-01T05:47:00,42571.20000000,22.26500000,42575.70000000,22.26500000
2024-01-01T05:48:00,42570.70000000,15.98200000,42575.40000000,15.98200000
2024-01-01T05:49:00,42545.70000000,60.08800000,42570.80000000,60.08800000
2024-01-01T05:50:00,42530.00000000,113.52100000,42562.80000000,113.52100000
2024-01-01T05:51:00,42562.70000000,88.15150000,42625.80000000,88.15150000
2024-01-01T05:52:00,42610.10000000,63.31550000,42630.00000000,63.31550000
2024-01-01T05:53:00,42607.00000000,31.29300000,42619.00000000,31.29300000
2024-01-01T05:54:00,42606.20000000,47.17500000,42617.50000000,47.17500000
2024-01-01T05:55:00,42600.00000000,21.36650000,42617.50000000,21.36650000
2024-01-01T05:56:00,42609.60000000,13.24750000,42616.20000000,13.24750000
